_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
121,,ALMA South Experience - Cycling and active adventures,ALMA APS,"Sport, natura e benessere",Natura,Servizi a fini ricreativi legati ad avventura e natura,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071020,Cerignola,viale terminillo,39,apuliabikeroute@gmail.com,3293157647,,almaaps@pec.it,www.alma.bike,inglese|tedesco,ALMA Cycling and active adventures,Bike rental and tours in Gargano and Apulia,,https://www.dms.puglia.it/digitalmanagementsystem/image/20277/foto1-20277.jpg,,,,,41.265312,15.916874,2019-07-01 11:46:47+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,Alogne,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075025,Cursi,Via Alogne,4,alogne.cursi@libero.it,0836332975,,,,,,,,,,,,,40.150078,18.315357,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,AlphaZTL,Compagnia d'arte dinamica AlphaZTL,"Arte, cultura e creatività | Servizi utili di fruizione | Sport, natura e benessere","Attività creative, artistiche e di intrattenimento | Natura | Servizi di prenotazione e altre attività di assistenza turistica | Sport e benessere","Attività di supporto alle rappresentazioni artistiche | Biglietteria eventi culturali, sportivi e ricreativi | Creazioni artistiche e letterarie | Rappresentazioni artistiche | Servizi a fini ricreativi legati ad avventura e natura | Servizi per la persona e per il benessere",n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074001,Brindisi,Viale Grecia,50,info@alphaztl.com,+39 3478172498,,alphaztl@pec.it,,,,,,,,,,,,,2023-05-10 16:44:05+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,alter-azioni,alter azioni,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica",Attività di registrazione sonora e di editoria musicale | Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Rappresentazioni artistiche,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110003,Bisceglie,carrara san mango,12/b,cleliasguera@gmail.com,0803980265,,clelia.sguera@pec.it,,,,,,,,,,,,,2023-05-10 16:44:01+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,Al Trabucco da mimì,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071038,Peschici,Località Punta San Nicola,snc,info@altrabucco.it,0884962556,,,,,Al Trabucco - da Mimì,,,,,,,,41.9469,16.012775,2019-07-01 11:46:46+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,Altradanza,Associazione Culturale Produzione Teatrale,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Rappresentazioni artistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Via Postiglione,3,altradanza@gmail.com,3398194347,,compagnialtradanza@pec.it,,,,,,,,,,,,,2023-05-10 16:44:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,AMADEUS,Associazione Culturale Musicale Amadeus,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Rappresentazioni artistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072032,Noicattaro,Citt¿ Giardino,60,mauriziomatarrese@libero.it,3494775799,,mauriziomatarrese@pec.it,,italiano,Associazione Culturale Musicale AMADEUS,"L'Associazione Culturale musicale ""Amadeus"" nasce a Casamassima nel 1993 e, da allora, opera sul territorio con l'intento di promuovere, diffondere e valorizzare la cultura musicale in tutti i suoi generi e nelle sue svariate forme, collaborando sia con il Comune di Casamassima, sia con la Provincia di Bari, da diversi anni partecipa ai bandi regionali  rientrando regolarmente tra le Associazioni che ricevono contributi regionali.
Le attività svolte sono state: 
-	Stagioni concertistiche di musica classica, con formazioni varie, recital solistici, musica da camera, corale, orchestrale, valorizzando giovani talenti del panorama pugliese e proponendo artisti affermati a livello nazionale ed internazionale (Duo Pepicelli, Duo Guglielmo-Violante, F.J. Thiollier, Rota Ensemble diretto dal M° Scardicchio, Coro ""Il Palazzo Incantato"", Coro ""La Polifonica Barese"", Coro ""Stelle Alpine"", l'EurOrchesta diretta dal M° Lentini, Orchestra Mauro Giuliani diretta da Michele Lorusso e Giovanni Castro, Duo Pittoco-Mastroserio, Massimo Mercelli- Corrado De Bernart, Orchestra ""La bottega dell'Armonia"" e Coro ""Ottavio De Lillo"" diretti da Bepi Speranza, ecc.;
-	Concerti di musica jazz, etnica, popolare, musical (Faraualla, Trio Salvi-Inserra-Di Palermo, Franco Cerri, Bariners, Gruppo Terrea, Gruppo Amalfitano ExtraMoeina, 'O Lione, Le zampogne del Pollino, Il Tratturo, Alexian Group, ecc.).
-	Corsi di Alto Perfezionamento Pianistico (M° Speranza, Prof.ssa Marisa Somma).
-	Attività di educazione musicale nelle Scuole Materne, Elementari e Medie con lezioni-concerto e progetti dialfabetizzazione musicale.
-	Concorso Musicale ""Città di Casamassima"" giunto alla XVII edizione con sezioni riservate a pianisti, archi, fiati, chitarre e gruppi da Camera. Trai membri della Commissione giudicatrice ricordiamo la Prof.ssa Passaglia, il M.° Rivera, il M° Fiorentino, il M° Speranza, il M° Aquile Delle Vigne, la Prof.ssa Marisa Somma, tutti concertisti di chiara fama. Tra i pianisti vincitori assoluti ricordiamo: A. Ragone, D. Monaco, F. Antonicelli, A. Calabretta, V. Vetruccio, M. Zaccaria, V. Lasaracina, tutti giovani affermati in campo nazionale ed internazionale.
-	Un rassegna musicale ¿ITINERARIO MUSICALE¿  giunta alla XVI edizione organizzando concerti di diverso genere a Bari, Casamassima, Bitonto, Andria, Gravina in Puglia.
-	Inoltre organizza a Casamassima la FESTA DELLA MUSICA nella varie piazze e piazzette del borgo antico ¿ il Paese azzurro¿ proprio per valorizzarlo.",,,,,,,,,2023-05-10 16:44:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,AMALIA TUCCI,,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa","Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072004,Altamura,via Bari case sparse,1445,amaliatucci@libero.it,3318568964,,,,,,,,,,,,,,,2023-05-10 16:44:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Amarcord Hostaria,maif srl,Enogastronomia,Ristorazione | Valorizzazione e promozione dell'enogastronomia pugliese,"Servizi di ristorazione (ristoranti, catering, ...) | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075029,Galatina,piazza dante alighieri 18 b e piazza san pietro 11,,ambramongio@gmail.com,3407797621,,,,"italiano, inglese, francese, tedesco",Hostaria Amarcord,,,,,,,,40.174576,18.169544,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,A-MARE SALENTO,s.a.s.,"Mice e Wedding | Servizi utili di fruizione | Sport, natura e benessere",Mice | Natura | Noleggio di attrezzature sportive e ricreative | Trasporto e noleggio mezzi,Noleggio di altre attrezzature sportive e ricreative | Noleggio di autovetture ed autoveicoli leggeri | Noleggio di biciclette | Noleggio di imbarcazioni da diporto | Servizi a fini ricreativi legati ad avventura e natura | Servizi di traduzione e interpretariato | Taxi e noleggio di autovetture con conducente,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075055,Novoli,via Lecce,3,info@amaresalento.it,3937160531,,,,,A Mare Salento Minicrociere,,,,,,,,40.262135,17.887287,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,AMENDOLAGINE MICHELE,AMENDOLAGINE MICHELE,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Rappresentazioni artistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072043,Terlizzi,S.c. Montecalicchio,"Km 0,712",michele-amendolagine@libero.it,3421839176,,micheleamendolagine@legalmail.it,,,,,,,,,,,,,2023-05-10 16:43:59+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,"""AMICI DELLA BIBLIOTECA""",ASSOCIAZIONE CULTURALE,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075089,Tuglie,VIA VITTORIO VENETO,114,amicibibliotecamica@libero.it,350 0803963,,,,,MUSEO DELLA RADIO,,,,,,,,40.073914,18.094215,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,Amicidellalagunadilesina ODV,Amicidellalagunadilesina ODV,"Arte, cultura e creatività | Servizi utili di fruizione",Gestione e servizi di valorizzazione culturale e creativa | Guide e accompagnatori turistici,"Guide turistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071027,Lesina,Banchina Vollaro,147,giacomobitondi@gmail.com,3200581257,,amicidellalagunadilesina@pec.it,www.centrovisitelesina.it,italiano,Centrovisitelesina,"Struttura con Acquario di specie lagunari, Museo Etnografico ""La Casa del Pescatore"" Giri in barca nella Laguna di Lesina.",,https://dms.ect.regione.puglia.it/image/34264/foto1-34264.jpg,https://dms.ect.regione.puglia.it/image/34264/foto2-34264.jpg,https://dms.ect.regione.puglia.it/image/34264/foto3-34264.JPG,https://dms.ect.regione.puglia.it/image/34264/foto4-34264.jpg,,,,2023-05-10 16:44:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,AMICI DELLA MUSICA,AMICI DELLA MUSICA,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa","Attività di registrazione sonora e di editoria musicale | Attività ricreative, di intrattenimento e di divertimento | Rappresentazioni artistiche",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072017,Castellana Grotte,VIA FATO,3,info@musicvitticompetition.com,0804965207,,AMICIDELLAMUSIC@PEC.IT,,italiano,Amici Musica di Castellana Grotte,Associazione,,,,,,,,,2023-05-10 16:44:01+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,"AMICI DELLA MUSICA ""ARCANGELO SPERANZA""",ASS. ONLUS AMICI DELLA MUSICA ¿A. SPERANZA¿,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento",Rappresentazioni artistiche,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,ABRUZZO,61,info@amicidellamusicataranto.it,0997303972,,amicimusicataranto@interfreepec.it,www.amicidellamusicataranto.it,italiano|inglese,AMICI DELLA MUSICA TARANTO,"La storia degli Amici della Musica di Taranto ha inizio il 22 novembre del 1922 con un concerto dell¿indimenticabile violinista Gioconda De Vito. Fondata da un gruppo di nobildonne, che ritennero maturi i tempi perché la città potesse disporre di un organismo in grado di promuovere un¿attività concertistica, la Società Amici della Musica ha cercato di adempiere alla sua vocazione di centro culturale attraverso una Stagione Concertistica, con i migliori artisti del nostro tempo che hanno proposto i grandi capolavori della musica classica. In tempi più recenti il programma dell¿associazione si è aperto alle nuove forme musicali, al teatromusica, al jazz e alla danza nella convinzione che non debbano esistere confini all¿interno della parola arte. Ad oggi gli Amici della Musica hanno organizzato 76 Stagioni Concertistiche con oltre 1300 concerti, aprendo le programmazioni ai generi più diversi quali jazz, pop, folk, lirica, teatrodanza ecc. per essere al passo coi tempi e coinvolgere sempre più nuove schiere di appassionati. Fiore all'occhiello dell'attività è l'International Piano Competition ""Arcangelo Speranza"" giunto alla 58 edizione, al quale si aggiunto da diciotto anni il ""GIOVANNI PAISIELLO FESTIVAL""",,https://dms.ect.regione.puglia.it/image/33038/foto1-33038.JPG,https://dms.ect.regione.puglia.it/image/33038/foto2-33038.jpg,https://dms.ect.regione.puglia.it/image/33038/foto3-33038.jpg,https://dms.ect.regione.puglia.it/image/33038/foto4-33038.jpg,https://dms.ect.regione.puglia.it/image/33038/foto5-33038.jpg,,,2023-05-30 10:04:47+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,Amici delle Gravine di Castellaneta,Associazione culturale,"Sport, natura e benessere",Natura,Servizi a fini ricreativi legati ad avventura e natura,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,Via Sandro Pertini pal. E.C.O.M.,Sc/a,amicidellegravine@gmail.com,3398888933,,,,,Amici delle Gravine di Castellaneta,,,,,,,,40.625843,16.924292,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,Amicidellelagunedelgargano APS,Amicidellelagunedelgargano APS,Servizi utili di fruizione,Guide e accompagnatori turistici,Guide turistiche,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071027,Lesina,Banchina Vollaro,147,giacomobitondi@gmail.com,3200581257,,lagunegargano@pec.it,www.centrovisitelesina.it,italiano|inglese,centrovisitelesina,"Il Centrovisitelesina è una struttura che ospita al suo interno un acquario di acqua salmastra con le specie lagunari, due terrari che ospitano i testudinati, un museo Etnografico ""La Casa Del Pescatore"", servizi guide autorizzate, il sandalo della sposa  ed offre giri in Barca nel Lago di Lesina",,https://dms.ect.regione.puglia.it/image/34268/foto1-34268.JPG,https://dms.ect.regione.puglia.it/image/34268/foto2-34268.JPG,https://dms.ect.regione.puglia.it/image/34268/foto3-34268.JPG,https://dms.ect.regione.puglia.it/image/34268/foto4-34268.jpg,https://dms.ect.regione.puglia.it/image/34268/foto5-34268.JPG,,,2023-05-10 16:43:58+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,amici di ciporrelli,associazione culturale,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Attività ricreative, di intrattenimento e di divertimento",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072030,Monopoli,tavarello,379/a,prdilauro@gmail.com,3289540202,contrada,amicidiciporrelli@pec.it,,,,,,,,,,,,,2022-06-06 09:58:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,Ammirato Culture House,Ammirato Culture House Associazione culturale non profit,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di registrazione sonora e di editoria musicale | Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Rappresentazioni artistiche",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Via M. Bellisario,6,alessandrapomarico@gmail.com,+393208290116,,ach@pec.it,,francese|inglese|italiano,Ammirato Culture House (ACH),"Associazione Culturale attiva dal  2012 nel mondo dell¿arte, della cultura, della ricerca e del sociale, collaborando in maniera sinergica con gli attori culturali del territorio e della scena internazionale, utilizzando pratiche artistiche interdisciplinari, pedagogia, per la creazione e il rafforzomanto delle comunita' attraverso gli strumenti dell'arte e della cultura.",,,,,,,,,2023-05-10 16:44:03+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,Ammostro,APS Ammostro,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Attività ricreative, di intrattenimento e di divertimento | Gestione di strutture artistiche",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,via Costantinopoli,56,ammostrotaranto@gmail.com,3292930843,,info@pec.ammostro.com,,,,,,,,,,,,,2023-05-10 16:44:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,AMS ACCADEMIA MUSICALE DEL SALENTO,ASSOCIAZIONE MUSICALE SALENTINA,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa","Attività di registrazione sonora e di editoria musicale | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Rappresentazioni artistiche",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075064,Ruffano,VIA REGINA ELENA,1,amsaccademiamusicaledelsalento@gmail.com,3478450140,,lucio.margiotta@widipec.it,,,,,,,,,,,,,2023-05-10 16:43:58+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,AMS-APULIA METROPOLITAN SOCIETY,S.R.L.S.,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa","Attività di registrazione sonora e di editoria musicale | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Gestione di strutture artistiche | Rappresentazioni artistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071020,Cerignola,SESTRIERE,7,AMSAPULIA@GMAIL.COM,3274542909,,AMSAPULIA@PEC.IT,,,,,,,,,,,,,2023-05-10 16:44:04+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,ANCHECINEMA ARL,ARL,"Arte, cultura e creatività | Enogastronomia | Mice e Wedding","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa | Ristorazione | Wedding","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di registrazione sonora e di editoria musicale | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Gestione di strutture artistiche | Rappresentazioni artistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali | Servizi di ristorazione (ristoranti, catering, ...) | Wedding e event planner",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,CORSO ITALIA,112,costantino.andrea@gmail.com,3296112291,,anchecinema@pec.it,,,,,,,,,,,,,2023-05-10 16:44:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,Anche Cinema s.r.l.,AncheCinema srl,"Arte, cultura e creatività | Enogastronomia","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa | Ristorazione","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di registrazione sonora e di editoria musicale | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Rappresentazioni artistiche | Servizi di ristorazione (ristoranti, catering, ...)",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,corso italia,112,anchecinemastaff@gmail.com,3296112291,,anchecinema@pec.it,,,,,,,,,,,,,2023-05-10 16:44:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,ANCONA VIAGGI E TURISMO S.R.L.,ANCONA VIAGGI E TURISMO S.R.L.,Intermediazione e organizzazione,Agenzie di viaggi on line e tradizionali,Servizi Agenzie di viaggi on line e tradizionali,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,CORSO CAVOUR,205,info@anconaviaggi.it,0805237992,,anconaviaggi@pec.it,,,,,,,,,,,,,2023-05-10 16:44:07+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,Andiamointour.com,Andiamointour.com di Nardelli Carmelo,Intermediazione e organizzazione,Agenzie di viaggi on line e tradizionali | Servizi di gestione di una destinazione (DMC) | Tour operator,Servizi Agenzie di viaggi on line e tradizionali | Servizi di gestione di una destinazione (DMC) | Servizi di Tour Operator,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073014,Maruggio,Via per Maruggio,snc,direzione@andiamointour.com,3207910380,Campomarino,carmelo_nardelli@pec.it,,,,,,,,,,,,,2023-09-04 20:42:49+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,Andrea Gelao,Conetica di Andrea Gelao,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Nazionale,12,andrea.gelao@conetica.it,3284166893,,andrea_gelao@pec.it,,,,,,,,,,,,,2023-05-10 16:44:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,ANGELA,SCIANNIMANICO,Servizi utili di fruizione,Guide e accompagnatori turistici,Accompagnatori turistici | Guide turistiche,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,VIA MARTIN LUTHER KING,,mariscianni@gmail.com,3492166802,,,,,,,,,,,,,41.100304,16.861553,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,ANGELA ACQUAVIVA,ANGELA ACQUAVIVA,Servizi utili di fruizione,Guide e accompagnatori turistici,Guide turistiche,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,AGRIGENTO,16,angelacqua74@gmail.com,3470956387,,angela.acquaviva74@pec.it,,,,,,,,,,,,,2021-07-21 10:30:39+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
