_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
153,,Lido Azzurro,SAGARBA SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Via Dei Trulli,24,lidoazzurrobari@gmail.com,340 796 78 18,,,,,,Stabilimento Balneare,,,,,,,41.086678,17.006006,2019-07-01 00:00:00+02,340 796 78 18,,,,,,,,,,,,,,,Bari e la costa,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,spogliatoio,
154,,Lido Azzurro,,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071031,Mattinata,Via Madonna Incoronata,6,aldociuffreda@virgilio.it,0884550295,,,https://www.facebook.com/groups/809469985744455/,Italiano,lido azzurro,Grazie anche all'esperienza decennale dei bagnini del LIDO AZZURRO la spiaggia è ben attrezzata ed organizzata. Troverete infatti un bar con veranda dove gustare un vasto assortimento di gelati e un'ottimo servizio bar.,,,,,,,41.715176,16.050055,2019-07-01 00:00:00+02,0884550295,,,,,,,,,Bar,Tipica,,,,,Gargano e Daunia,,,,,,,,16,,,mattinatella,,Custodito,Connessione WiFi gratuita,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
155,,Lido azzurro Dragone Antonio,Lido azzurro Dragone Antonio di Dragone Giuseppe & C S.a.s,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072030,Monopoli,Loc. Capitolo,,giuseppedrago69@gmail.com,3382634623,,,,,LIDO AZZURRO,"Stabilimento balneare nato nel 1957 in ctr Capitolo,presso la città di Monopoli. La struttura offre servizio bar e spiaggia, con la possibilità di abbonamenti, mensili e stagionali",,,,,,,40.913307,17.343807,2019-07-01 00:00:00+02,3382634623,,,,,,Pavimenti non sdrucciolevoli | Porte e finestre facilmente utilizzabili | Percorsi orizzontali con andamento quanto piu' possibile continuo | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo | Pendenza rampa,Percorsi | Pavimentazione,Ciotola acqua,,,,,,,Bari e la costa,,,,,,,,16,,,Capitolo,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,carrozzine,
156,,LIDO AZZURRO SERVICE,LIDO AZZURRO SERVICE S.A.S. DI LOBASCIO GIUSEPPE,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071043,Rodi Garganico,PIAZZALE IRIUM,1,INFO@SPIAGGIAAZZURRA.IT,3491346411,LIDO DEL SOLE,LIDO.AZZURRO.SERVICE@PEC.IT,www.spiaggiaazzurra.it,Italiano | Inglese,LIDO AZZURRO SERVICE,"Stabilimento balneare a Lido del Sole, una frazione di Rodi Garganico, con annesso lounge bar creperia ""Caffè Blu"", con terrazza sul mare. Adiacente al bar, c'è la nostra ""Lavanderia Lido"", la nostra lavanderia self-service, aperta tutti, clienti e non.",,,,,,,,,2023-09-28 00:00:00+02,3491346411,,,,,,Arredi fissi | Balconi e terrazze | Pavimenti non sdrucciolevoli | Percorsi orizzontali con andamento quanto piu' possibile continuo | Pendenza rampa | Porte di accesso facilmente manovrabili | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo | Terminali degli impianti facilmente utilizzabili e individuabili | Servizi igienici | Porte e finestre facilmente utilizzabili,Parcheggi | Percorsi | Pavimentazione,,Bar | Camere / struttura per ospiti disabili | Cassaforte / cassette di sicurezza,Italiana | Tipica | Vegetariana | Tradizionale | Mediterranea,,,,,Gargano e Daunia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,Lido Bacino,Lido Bacino s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Via Eolo - Lecce Torre Chianca,,antoniopareo2010@libero.it,,,,,,bar cambusa,"stabilimento con bar,ombrelloni,lettini sdraio e lettini",,,,,,,40.46755,18.19194,2022-09-29 00:00:00+02,,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Servizi igienici,Percorsi | Pavimentazione | Parcheggi | Segnaletica,,,,,,,,Salento,,,,,,,,16,,,torre chianca,,Privato coperto a pagamento | Custodito | Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,passerelle,
158,,Lido Bacino Idume,Lido Bacino Idume di Calò Egle,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,via delle pavoncelle Spiaggiabella LE,,egle.79@libero.it,3496341622,,,,,,LIDO BACINO IDUME,,,,,,,40.469025,18.185856,2019-07-01 00:00:00+02,3496341622,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,SPIAGGIABELLA,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
159,,Lido Baia degli Aranci,Lido Baia degli Aranci s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,Lungomare Europa,48,direzione@imelograni.it,0884701088,,,www.baiadegliaranci.it,,Lido Baia degli Aranci,"Il lido Baia degli Aranci di Vieste è caratterizzato da sabbia fine e chiara e da fondali che digradano dolcemente, perfetti anche per il gioco dei bambini. Per i più piccoli sono presenti giochi in spiaggia, così come non mancano le attività di animazione e del miniclub. I più sportivi gradiranno particolarmente la presenza di campi da beach volley e beach soccer.",,,,,,,41.886124,16.169071,2023-09-28 00:00:00+02,0884701088,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Porte e finestre facilmente utilizzabili | Arredi fissi | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo | Pendenza rampa | Ascensore,Percorsi | Pavimentazione | Parcheggi | Segnaletica,,,,,,,,Gargano e Daunia,,,,,,,,16,,,Vieste,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
160,,Lido Baia dei Turchi,,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075057,Otranto,Zona S. Stefano,,chicableve@hotmail.it,,,,,,BAIA DEI TURCHI,"INCANTEVOLE INSENATURA SABBIOSA, IMMERSA NELLA MACCHIA MEDITERRANEA DEI LAGHI ALIMINI",,,,,,,40.143898,18.491167,2023-04-20 00:00:00+02,,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,ZONA S. STEFANO,,Custodito | Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
161,,Lido Baia del Monaco,Immobiliare San Giuseppe s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071033,Monte Sant'Angelo,Loc. Varcaro - Macchia Fraz. di Monte Sant'Angelo,sn,info@baiadelmonaco.it,0884565653,,,www.baiadelmonaco.it,,Villaggio Turistico Baia del Monaco,"Nel cuore del Parco Nazionale del Gargano, direttamente sul mare, con ampia rampa di accesso alla spiaggia sabbiosa e rocciosa a sud di Mattinata, nell' omonima Baia del Monaco affiancata da calette accessibili dal mare. Spiaggia di sabbia e fondale sabbia/roccia.",,,,,,,41.657825,15.976927,2022-09-22 00:00:00+02,0884565653,,,,,,Pendenza rampa,Percorsi | Parcheggi | Segnaletica,,,,,,,,Gargano e Daunia,,,,,,,,16,,,Località Varcaro - Macchia Fraz Monte Sant'Angelo,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
162,,Lido Baia D'Oro,Itgest s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075090,Ugento,Via Alfieri ,,amministrazione@baiadoro.it,0833531081,,,www.baiadoro.it,,Lido Baia D'Oro,Lido Baia Doro,,,,,,,,,2022-09-26 00:00:00+02,0833531081,,,,,,Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo,Percorsi | Parcheggi,,,,,,,,Salento,,,,,,,,16,,,Torre Mozza,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
163,,Lido Baia San Felice,FINANCE 2008 SRL,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,località baia san felice ,S.N.,finance2008srl@gmail.com,3356449371,Baia San Felice,finance2008@pec.it,,Italiano | Inglese,Lido Baia San Felice,"Lido balneare nella caratteristica caletta di Baia San Felice , a ridosso del famoso arco di San Felice, uno dei simboli del Gargano.",https://dms.ect.regione.puglia.it/image/68565/foto1-68565.jpg,https://dms.ect.regione.puglia.it/image/68565/foto2-68565.jpg,https://dms.ect.regione.puglia.it/image/68565/foto3-68565.jpg,https://dms.ect.regione.puglia.it/image/68565/foto4-68565.jpg,,,,,2022-07-27 00:00:00+02,3356449371,,93.29.20,Telefonica - Applicazione,Su applicazione pagamento anticipato,tutte,Pavimenti non sdrucciolevoli | Pendenza rampa | Percorsi orizzontali con andamento quanto piu' possibile continuo | Servizi igienici,Pavimentazione | Segnaletica,Ciotola acqua | Ciotola croccantini,,,,,,,Gargano e Daunia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,"Lido Balneare ""Cala Pescatore"" di Giovanni Gallo",,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074007,Fasano,Savelletri di Fasano - Località Torre Egnathia,SN,giannigallomail@gmail.com,0804422654,,,,,LIDO CALA PESCATORE,Lido Balneare Cala Pescatore di Giovanni Gallo,,,,,,,40.86248,17.42689,2022-10-24 00:00:00+02,0804422654,,,,,,,,,,,,,,,Valle d'Itria e Murgia dei Trulli,,,,,,,,16,,,FASANO,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,passerelle,
165,,Lido Bandiera Gialla,Lido Bandiera Gialla di Dilecce Anna & C. s.a.s.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,Barletta Contrada Cannafesca,,info@villaggiobandieragialla.it,,,,www.villaggiobandieragialla.it,Italiano,LIDO BANDIERA GIALLA,"STABILIMENTO BALNEARE CON AMPIA SPIAGGIA ATTREZZATA, COMODO PARCHEGGIO COPERTO RISERVATO",,,,,,,41.36825,16.161602,2022-10-31 00:00:00+01,,,,,,,,,,,Altro,,,,,Puglia Imperiale,,,,,,,,16,,,MARGHERITA DI SAVOIA,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
166,,Lido Banzay,Servizi Turistici s.r.l.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075031,Gallipoli,"S.P.361 KM 26,400 EX SS",,lido.banzay@libero.it,,,,,,lido banzay,stabilimento balneare,,,,,,,40.05585,17.992613,2022-09-25 00:00:00+02,,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,Baia Verde,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,passerelle,
167,,Lido Bar Sport di Santamaria Libera Maria,Lido Bar Sport di Santamaria Libera Maria,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071031,Mattinata,Contrada Funni - Località Torre del Porto,s.n.,leonardo.lapomarda@gmail.com,3476616607-3485518821-0884551158 (invernale),,,,,LIDO BAR SPORT,"LIDO BAR SPORT, stabilimento balneare con bar e piccolo ristoro.",,,,,,,41.69813,16.06232,2023-09-14 00:00:00+02,3476616607-3485518821-0884551158 (invernale),,,,,,,,,,,,,,,Gargano e Daunia,,,,,,,,16,,,MATTINATA,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
168,,LIDO BATTERIA,DI SCIUVA ROSA,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071008,Cagnano Varano,LOCALITA' BATTERIA ,SNC,rosadisciuva2@gmail.com,3687878398,ISOLA VARANO,7845240@pec.it,,Italiano,LIDO BATTERIA,gestione lido balneare,,,,,,,,,2021-09-07 00:00:00+02,3687878398,,93.29.20,TELEFONO,NO,,Pendenza rampa | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo | Servizi igienici,Parcheggi,Ciotola acqua,Bar,Altro,,,,,Gargano e Daunia,,,,,,,,16,Foggia,CAGNANO VARANO,,,Custodito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,,
169,,Lido Baywatch,Lido Baywatch Di Visalli Assunta,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110005,Margherita di Savoia,Via Barletta Loc. Cannafesca,,ass.asba@gmail.com,,,,,,,struttura balneare ideale per famiglie e giovani,,,,,,,41.357468,16.167467,2022-10-17 00:00:00+02,,,,,,,,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
170,,Lido Bella Venezia,,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110002,Barletta,Lungomare Pietro Paolo Mennea,4,federicabollino@hotmail.it,339 8347026,,,,,Lido Bella Venezia,"Lo stabilimento balneare  Bella Venezia con il suo ambiente rinnovato e confortevole è ideale per trascorrere l'estate all'insegna del relax ma anche del divertimento. Dotato di spiaggia attrezzata ai diversamente abili; assistenti bagnanti, docce calde e fredde, bagni,spogliatoio, servizio wi fi, campo da beach soccer e beach volley,parco giochi per i più piccoli,animazione e mini club. Il chiosco Bar in spiaggia  dispone di un'ampia zona coperta dove poter degustare ottimi cocktail; la pizzeria  e la ristorazione sono caratterizzate da tipici piatti della cucina pugliese selezionati per freschezza e qualità. Le serate estive sono caratterizzate da cene spettacolo, feste a tema, karaoke,  degustazioni e musica.",,,,,,,41.319664,16.283821,2022-10-20 00:00:00+02,339 8347026,https://www.dms.puglia.it/digitalmanagementsystem/image/19896/logo-19896.png?type=logo,,,,,Porte di accesso facilmente manovrabili | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo | Pendenza rampa | Autorimesse,Percorsi | Pavimentazione | Segnaletica,,,,,,,,Puglia Imperiale,,,,,,,,16,,,Barletta,,Privato scoperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
171,,Lido Bella Venezia di Leonardis Nicola,Lido Bella Venezia di Leonardis Nicola,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110009,Trani,Piazza Plebiscito - Villa Comunale,,studiopizzichillo@gmail.com,3383401456,,,,,LIDO BELLA VENEZIA,STABILIMENTO BALNEARE UBICATO NELLA VILLA COMUNALE DI TRANI,,,,,,,41.278965,16.424685,2019-07-01 00:00:00+02,3383401456,,,,,,,,,,,,,,,Puglia Imperiale,,,,,,,,16,,,TRANI,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,spogliatoio,
172,,Lido Belvedere,Belvedere Lido s.a.s. di Maniglia Anna Rita & C.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075097,Porto Cesareo,Via 529 K,,fabiopodo@alice.it,3382718830,,,,,BELVEDERE LIDO,STABILIMENTO BALNEARE,,,,,,,40.260372,17.893091,2019-07-01 00:00:00+02,3382718830,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,BELVEDERE,,Privato coperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
173,,Lido Belvedere,Lido Belvedere dei Fratelli Altamura Cosimo & Sabina s.n.c.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072029,Molfetta,S.S.16 KM 780,snc,susanna.mareschi@gmail.com,3403836801,,lidobelevedere@legalmail.it,,,,Lido balneare storico esistente da più di 50 anni.,,,,,,,41.202778,16.598719,2023-02-27 00:00:00+01,3403836801,,,,,,,,,,Altro | Tipica,,,,,Bari e la costa,,,,,,,,16,,,,,Privato scoperto gratuito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
174,,Lido Beverly Hills,Beverly Hills s.n.c. di Nicastro Rocco & CO,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071029,Manfredonia,Lungomare del Sole Siponto,,beverlyhillsbeach@yahoo.it,,,,,,Beverly Hills Beach,Stabilimento balneare,,,,,,,41.611427,15.898181,2022-09-15 00:00:00+02,,,,,,,Percorsi orizzontali con andamento quanto piu' possibile continuo | Porte di accesso facilmente manovrabili | Servizi igienici,Segnaletica | Pavimentazione | Percorsi,Ciotola acqua,Bar | Punto ristoro | Reception 24h,Tipica,,,,,Gargano e Daunia,,,,,,,,16,,,Manfredonia -Siponto,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
175,,LIDO BIANCO,DALIA SRL ,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074002,Carovigno,VIA CASTORE E POLLUCE ,SN,DIREZIONE@DALIA.SRL,3457093016,SPECCHIOLLA,DALIASRLSEMPLIFICATA@PEC.IT,,Francese | Inglese | Italiano,LIDO BIANCO,DDDFDDDDD,,,,,,,,,2023-06-19 00:00:00+02,3457093016,,93.29.20,,,MASTERCARD,Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo,Parcheggi,Ciotola acqua,Facchinaggio,Gourmet,,,,,Valle d'Itria e Murgia dei Trulli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,Lido Bizzarro,Lido Bizzarro srl,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074007,Fasano,SS 379 Km 8.700,,info@lidobizzarro.it,0804829885,,,www.lidobizzarro.it,,Lido Bizzarro,"Stabilimento balneare con Ristorante, bar e pizzeria",,,,,,,40.825214,17.487385,2022-10-17 00:00:00+02,0804829885,,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Porte e finestre facilmente utilizzabili | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi | Pavimentazione | Parcheggi | Segnaletica,,,,,,,,Valle d'Itria e Murgia dei Trulli,,,,,,,,16,,,Torre Canne,,Privato coperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
177,,LIDO BLUEMARINE,VITALE FRANCESCO,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071029,Manfredonia,"SP 141 KM 10,805 - LOCALITA' IPPOCAMPO",,BLUEMARINELIDO@GMAIL.COM,,,,www.facebook.com/campingippocampo.lidobluemarine/,Italiano | Inglese | Francese,LIDO BLUEMARINE,"stabilimento balneare con ombrelloni a pagoda, bar, pizzeria, ristorante, animazione, spiaggia sabbia",,,,,,,,,2023-10-17 00:00:00+02,,,,,,,Porte di accesso facilmente manovrabili | Servizi igienici | Percorsi orizzontali con andamento quanto piu' possibile continuo | Scale con un adeguamento regolare ed omogeneo per tutto il loro sviluppo | Pendenza rampa,Parcheggi | Percorsi | Pavimentazione | Segnaletica,Spazio apposito per animali,Bar | Ristorante | Punto ristoro,Tipica,,,,,Gargano e Daunia,,,,,,,,16,Foggia,MANFREDONIA,IPPOCAMPO,,Privato scoperto a pagamento,Connessione WiFi gratuita,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
178,,Lido Blu Marine,Spiaggia Azzurra Sas Di Lobascio Giambattista & C,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071043,Rodi Garganico,P.le Irium - Lido del Sole - Rodi Garganico,,spiaggiaazzurra@libero.it,0884917087,,,www.spiaggiaazzurra.it,,,"stabilimento balneare, bar self-service, loung bar -",,,,,,,41.921944,15.825219,2023-09-13 00:00:00+02,0884917087,,,,,,Terminali degli impianti facilmente utilizzabili e individuabili | Servizi igienici,Percorsi | Segnaletica,,,,,,,,Gargano e Daunia,,,,,,,,16,,,Lido del Sole - Rodi Garganico,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
179,,Lido Boomerang,D.M.D. - S.N.C. di Mallardi Giuseppe & C. S.N.C.,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073007,Ginosa,Via Pola - Marina di Ginosa,,lidoboomerang@hotmail.it,,,,,,Lido Boomerang,"Struttura prospiciente il mare a servizio di bagnanti, ideale per il relax e divertimento.",,,,,,,40.430725,16.886343,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,"Magna Grecia, Murgia e Gravine",,,,,,,,16,,,Al mare di Marina di Ginosa,,Custodito,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
180,,LIDO BOSSA NOVA,BOSSA NOVA DI TOMA MARCO COSIMO,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075066,Salve,Strada litoranea Gallipoli - Leuca,,marcotoma@tin.it,,,,,,,,,,,,,,39.858936,18.297203,2019-07-01 00:00:00+02,,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,,
181,,Lido Brin,EM.AL. srl,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074001,Brindisi,Via Materdomini,,aldomalcarne@gmail.com,,,,,,Lido Brin,"Lido Brin è uno stabilimento balneare con annesso bar,ristorante,pizzeria,campo di basket,calcetto e vendita di monopoli di stato.",,,,,,,40.658726,17.957912,2023-10-14 00:00:00+02,,https://dms.ect.regione.puglia.it/image/20064/logo-20064.png?type=logo,,,,,Porte di accesso facilmente manovrabili | Pavimenti non sdrucciolevoli | Arredi fissi | Servizi igienici | Cucine | Percorsi orizzontali con andamento quanto piu' possibile continuo,Percorsi | Pavimentazione | Parcheggi | Segnaletica,,,,,,,,Salento,,,,,,,,16,,,Brindisi,,Privato coperto a pagamento,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,sedieJob,
182,,LIDO CAICCO,TERME DI SANTA CESAREA SPA,Mare,Stabilimenti balneari,Servizi per la gestione di stabilimenti balneari,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075072,Santa Cesarea Terme,VIALE TERME,,presidenza@termesantacesarea.it,3457378052,,,www.termesantacesarea.it,,LIDO CAICCO,"Lido storico che si affaccia sulle acque cristalline della costa adriatica, una piscina naturale terrazzata nella scogliera.",,,,,,,,,2022-10-11 00:00:00+02,3457378052,,,,,,,,,,,,,,,Salento,,,,,,,,16,,,SANTA CESAREA TERME,,,,,,,,no,no,,no,,,,,,,,no,,no,,no,no,,,,no,no,no,,,,no,,,,,,,parcheggi,
